run_id,model,lang,n,seed,val_f1_weighted,test_f1_weighted,train_seconds
xlmr_swa_500_1024,xlmr,swa,500,1024,0.8422211790040209,0.8140153925970139,80.04876708984375
xlmr_swa_500_123,xlmr,swa,500,123,0.8320843464930421,0.8410540399250822,89.17326402664185
xlmr_swa_500_42,xlmr,swa,500,42,0.847122194436395,0.8509612211010323,80.18477463722229
xlmr_swa_500_456,xlmr,swa,500,456,0.841871011663708,0.8315962213803465,92.37074851989746
xlmr_swa_500_789,xlmr,swa,500,789,0.8468644395075532,0.8182985396689927,82.19897270202637
xlmr_swa_750_1024,xlmr,swa,750,1024,0.8605806370438666,0.8246112593521518,95.4046061038971
xlmr_swa_750_123,xlmr,swa,750,123,0.8634424879958914,0.8394119505049283,90.7086374759674
xlmr_swa_750_42,xlmr,swa,750,42,0.8611907142231606,0.8524624933391386,86.99477219581604
xlmr_swa_750_456,xlmr,swa,750,456,0.8552444273963262,0.8296464894460126,89.28823971748352
xlmr_swa_750_789,xlmr,swa,750,789,0.8722988528621306,0.8160196766409822,79.729177236557
xlmr_swa_full_42,xlmr,swa,full,42,0.876235737620882,0.8510502266792253,100.1772301197052
