dataset,lang,scale,seed,classifier,best_feature_type,best_clf_params,val_f1,test_f1,n_train
sib200,amh,500,1024,svm,char_3to5,{'C': 1.0},0.664888,0.664888,500
sib200,amh,500,789,svm,char_3to5,{'C': 10.0},0.676609,0.676609,500
sib200,amh,250,1024,svm,char_3to5,{'C': 10.0},0.591085,0.591085,250
sib200,amh,250,42,svm,char_3to5,{'C': 1.0},0.547486,0.547486,250
sib200,amh,100,789,svm,char_3to5,{'C': 10.0},0.328926,0.328926,100
sib200,amh,100,1024,svm,char_3to5,{'C': 100.0},0.409157,0.409157,100
sib200,amh,100,456,svm,char_3to5,{'C': 100.0},0.393438,0.393438,100
sib200,amh,100,123,svm,char_3to5,{'C': 100.0},0.443859,0.443859,100
sib200,amh,500,1024,xgboost,char_3to5,{'n_estimators': 100},0.437347,0.437347,500
sib200,amh,500,123,xgboost,char_3to5,{'n_estimators': 100},0.3893,0.3893,500
sib200,amh,500,42,xgboost,char_3to5,{'n_estimators': 100},0.387251,0.387251,500
sib200,amh,full,42,xgboost,char_3to5,{'n_estimators': 100},0.444926,0.444926,701
sib200,amh,500,789,xgboost,char_3to5,{'n_estimators': 100},0.413416,0.413416,500
sib200,amh,500,456,xgboost,char_3to5,{'n_estimators': 100},0.375843,0.375843,500
sib200,amh,250,1024,xgboost,char_3to5,{'n_estimators': 200},0.319072,0.319072,250
sib200,amh,250,123,xgboost,word_bigram,{'n_estimators': 500},0.256332,0.256332,250
sib200,amh,250,456,xgboost,char_3to5,{'n_estimators': 200},0.293569,0.293569,250
sib200,amh,250,42,xgboost,char_3to5,{'n_estimators': 100},0.322026,0.322026,250
sib200,amh,250,789,xgboost,char_3to5,{'n_estimators': 100},0.351719,0.351719,250
sib200,amh,100,456,xgboost,char_3to5,{'n_estimators': 200},0.208265,0.208265,100
sib200,amh,100,42,xgboost,char_3to5,{'n_estimators': 300},0.217108,0.217108,100
sib200,amh,100,789,xgboost,char_3to5,{'n_estimators': 100},0.22411,0.22411,100
sib200,amh,100,123,xgboost,char_3to5,{'n_estimators': 100},0.198431,0.198431,100
sib200,amh,100,1024,xgboost,char_3to5,{'n_estimators': 100},0.231637,0.231637,100
