run_id,model,dataset,lang,n,seed,val_f1_weighted,test_f1_weighted,train_seconds
xlmr_yor_full_1024,xlmr,afrisenti,yor,full,1024,0.7487232542290393,0.6646010864933645,1348.6423723697662
xlmr_yor_full_123,xlmr,afrisenti,yor,full,123,0.7498128994409419,0.6327367222467994,1344.5023665428162
xlmr_yor_full_456,xlmr,afrisenti,yor,full,456,0.7539005702561249,0.6482243865832463,1348.4414081573486
afroxlmr_amh_full_456,afroxlmr,afrisenti,amh,full,456,0.6109455037107152,0.4071623275639633,408.99593353271484
afroxlmr_amh_full_123,afroxlmr,afrisenti,amh,full,123,0.6251198094110172,0.5379542467311477,351.0275864601135
afroxlmr_amh_full_42,afroxlmr,afrisenti,amh,full,42,0.6196358792871967,0.44810026669311426,410.3139863014221
afroxlmr_amh_750_1024,afroxlmr,afrisenti,amh,750,1024,0.6001520028368701,0.4536215079562877,122.56825160980225
afroxlmr_amh_750_789,afroxlmr,afrisenti,amh,750,789,0.5899165066153266,0.610559490728577,96.60584735870361
afroxlmr_amh_750_456,afroxlmr,afrisenti,amh,750,456,0.5979758503216134,0.5674523048643532,97.60672998428345
afroxlmr_amh_750_123,afroxlmr,afrisenti,amh,750,123,0.5924176947330462,0.5337096566680524,101.21161985397339
afroxlmr_amh_750_42,afroxlmr,afrisenti,amh,750,42,0.5915294196667069,0.5626801415051095,103.15775966644287
afroxlmr_amh_500_1024,afroxlmr,afrisenti,amh,500,1024,0.5991147467548689,0.3677410853154493,103.77280306816101
afroxlmr_amh_500_123,afroxlmr,afrisenti,amh,500,123,0.5919678572408853,0.5446247867903548,107.54782509803772
afroxlmr_amh_500_789,afroxlmr,afrisenti,amh,500,789,0.576110614033208,0.46768411899293777,92.10316896438599
afroxlmr_amh_500_42,afroxlmr,afrisenti,amh,500,42,0.5765716557106391,0.4734668280752922,103.35606479644775
afroxlmr_amh_500_456,afroxlmr,afrisenti,amh,500,456,0.5933517631730092,0.45134032847470273,85.93330645561218
afroxlmr_amh_250_1024,afroxlmr,afrisenti,amh,250,1024,0.5960561202236601,0.4496303607733036,86.65891885757446
afroxlmr_amh_250_456,afroxlmr,afrisenti,amh,250,456,0.5902211088215162,0.5481576113593853,76.08119988441467
afroxlmr_amh_250_789,afroxlmr,afrisenti,amh,250,789,0.5752218254911627,0.6723736000750353,67.27813053131104
afroxlmr_amh_250_123,afroxlmr,afrisenti,amh,250,123,0.5970216761362725,0.5842775840742578,79.36016130447388
afroxlmr_amh_250_42,afroxlmr,afrisenti,amh,250,42,0.5680790085161209,0.5830421920156682,80.04575181007385
afroxlmr_amh_100_1024,afroxlmr,afrisenti,amh,100,1024,0.5244305099343636,0.2841899915460558,80.75730609893799
afroxlmr_amh_100_789,afroxlmr,afrisenti,amh,100,789,0.5545827227825187,0.6032130689254663,70.27990913391113
afroxlmr_amh_100_456,afroxlmr,afrisenti,amh,100,456,0.5511260429522195,0.43125193575300486,71.4188072681427
afroxlmr_amh_100_123,afroxlmr,afrisenti,amh,100,123,0.5473070471612926,0.6189299587904762,71.38490796089172
afroxlmr_amh_100_42,afroxlmr,afrisenti,amh,100,42,0.5363901030150721,0.43020786850570486,71.72019505500793
xlmr_yor_750_123,xlmr,afrisenti,yor,750,123,0.5835116658485141,0.4917060607626931,236.6287543773651
xlmr_yor_750_789,xlmr,afrisenti,yor,750,789,0.6060921057818767,0.5108384653629698,223.50765824317932
xlmr_yor_750_1024,xlmr,afrisenti,yor,750,1024,0.5321184964247165,0.47007036434893934,215.88371753692627
xlmr_yor_750_456,xlmr,afrisenti,yor,750,456,0.5986079674527467,0.5381175895601782,212.06946563720703
xlmr_yor_750_42,xlmr,afrisenti,yor,750,42,0.5803013657002434,0.47894258418244595,209.30119943618774
xlmr_yor_500_789,xlmr,afrisenti,yor,500,789,0.5619631109828772,0.46569667722726016,196.27285957336426
xlmr_yor_500_1024,xlmr,afrisenti,yor,500,1024,0.5851306887936139,0.4815383413775216,196.733407497406
xlmr_yor_500_456,xlmr,afrisenti,yor,500,456,0.5960183579215164,0.49785383007305184,190.22264575958252
xlmr_yor_500_123,xlmr,afrisenti,yor,500,123,0.5811237438470547,0.4609529036167863,193.98641324043274
xlmr_yor_500_42,xlmr,afrisenti,yor,500,42,0.575924009257499,0.5054938688310956,193.41344118118286
xlmr_yor_250_1024,xlmr,afrisenti,yor,250,1024,0.5693542297204264,0.47029853013862266,150.37154126167297
xlmr_yor_250_789,xlmr,afrisenti,yor,250,789,0.5230306776363711,0.4452146584791058,148.34796905517578
xlmr_yor_250_456,xlmr,afrisenti,yor,250,456,0.5122935367339082,0.41109967952384013,146.07992792129517
xlmr_yor_250_123,xlmr,afrisenti,yor,250,123,0.528046636143513,0.43587765319176763,144.3366289138794
xlmr_yor_100_1024,xlmr,afrisenti,yor,100,1024,0.4984364384906117,0.4199514021530282,131.02458262443542
xlmr_yor_100_789,xlmr,afrisenti,yor,100,789,0.5163518230748689,0.4189274875623466,126.04037046432495
