run_id,model,lang,n,seed,val_loss,val_f1_weighted,test_f1_weighted,train_seconds
scratch_swa_500_42,scratch,swa,500,42,1.4659634828567505,0.3706798965978361,0.41770046402399347,17.46393132209778
scratch_swa_500_123,scratch,swa,500,123,1.9033857583999634,0.6118710908444582,0.5868589134442658,19.976074934005737
scratch_swa_500_456,scratch,swa,500,456,1.3385218381881714,0.5021472499537065,0.47392888745150974,17.861832857131958
scratch_swa_500_789,scratch,swa,500,789,1.763460397720337,0.2388061288530634,0.21870623177442514,16.770963668823242
scratch_swa_500_1024,scratch,swa,500,1024,1.5139459371566772,0.606358658689363,0.586284962733534,18.948131799697876
scratch_swa_750_42,scratch,swa,750,42,1.1494884490966797,0.6128818453800812,0.5937096269826445,23.539400577545166
scratch_swa_750_123,scratch,swa,750,123,1.4457874298095703,0.5230452794066515,0.4942145680491353,22.58986234664917
scratch_swa_750_456,scratch,swa,750,456,1.2807832956314087,0.5640326894431744,0.5227123530812624,22.938111543655396
scratch_swa_750_789,scratch,swa,750,789,1.1236217021942139,0.6149301023870621,0.6002513243070426,23.002696752548218
scratch_swa_750_1024,scratch,swa,750,1024,1.2057656049728394,0.5764574697262531,0.5680226237955439,22.563987493515015
scratch_swa_full_42,scratch,swa,full,42,1.0004024505615234,0.6770783900288029,0.6845793409166382,36.08328080177307
scratch_yor_250_42,scratch,yor,250,42,3.92436146736145,0.7863823907726388,0.7311483872813537,14.562607049942017
scratch_lug_full_123,scratch,lug,full,123,1.7910614013671875,0.8613705884758518,0.8365555005640792,15.4962317943573
scratch_lug_full_456,scratch,lug,full,456,2.72238826751709,0.8627494164821354,0.828559328700944,17.544690132141113
scratch_lug_full_789,scratch,lug,full,789,2.2936818599700928,0.8524230529208342,0.8254158837126893,19.08717966079712
scratch_lug_full_1024,scratch,lug,full,1024,1.9879209995269775,0.8429011785022363,0.8054153454096052,13.446492910385132
scratch_run_full_123,scratch,run,full,123,2.8877980709075928,0.8566507943499724,0.8263259140446011,20.600462198257446
scratch_run_full_456,scratch,run,full,456,2.7339117527008057,0.8797205752010491,0.8357438533326064,29.60259509086609
scratch_run_full_789,scratch,run,full,789,2.3715808391571045,0.8708857152047921,0.8097136985113522,24.15721869468689
scratch_run_full_1024,scratch,run,full,1024,1.9278595447540283,0.8694672146439686,0.8143437786316251,18.75732660293579
scratch_sna_full_123,scratch,sna,full,123,1.6771239042282104,0.9136951827249685,0.9050082778555798,24.628252744674683
scratch_sna_full_456,scratch,sna,full,456,2.327446937561035,0.9138800624815354,0.8638301887600173,30.576086044311523
scratch_sna_full_789,scratch,sna,full,789,1.7109408378601074,0.9026329141619811,0.883644966500715,27.76932978630066
scratch_sna_full_1024,scratch,sna,full,1024,2.11954402923584,0.8924120346761857,0.8836756754904082,23.26685404777527
scratch_swa_full_123,scratch,swa,full,123,3.7621684074401855,0.8070742961482468,0.7665844596667503,40.946329832077026
scratch_swa_full_456,scratch,swa,full,456,1.7401238679885864,0.7435848868005623,0.75164059245721,20.228769063949585
scratch_swa_full_789,scratch,swa,full,789,4.138465881347656,0.7883554947489197,0.7401556473621101,39.08904266357422
scratch_swa_full_1024,scratch,swa,full,1024,2.348569869995117,0.7480933935269656,0.7413122496031048,20.92351746559143
scratch_yor_100_42,scratch,yor,100,42,2.890810251235962,0.680785147635822,0.677121131889223,5.894287586212158
scratch_yor_100_123,scratch,yor,100,123,3.899656057357788,0.7313206224426831,0.7453346478262506,10.12882685661316
scratch_yor_100_456,scratch,yor,100,456,4.368716239929199,0.6853790276957334,0.623974416539346,9.404138803482056
scratch_yor_100_789,scratch,yor,100,789,3.339139223098755,0.7520662598549861,0.678536093404951,9.004456043243408
scratch_yor_100_1024,scratch,yor,100,1024,3.980574131011963,0.7152413525069493,0.6699003815724432,7.019410133361816
scratch_yor_250_123,scratch,yor,250,123,3.7971622943878174,0.814253241299549,0.7751763943193816,14.51719856262207
scratch_yor_250_456,scratch,yor,250,456,3.3328652381896973,0.7618198587955,0.7379154495967092,11.291274785995483
scratch_yor_250_789,scratch,yor,250,789,2.0637760162353516,0.7843963733984263,0.7466742847683238,7.641361713409424
scratch_yor_250_1024,scratch,yor,250,1024,2.943150520324707,0.8001618277290481,0.7549787182401442,8.691069841384888
scratch_yor_500_42,scratch,yor,500,42,2.312680721282959,0.8686123589752618,0.831788221588864,15.716464042663574
scratch_yor_500_123,scratch,yor,500,123,3.8262839317321777,0.8442225632759613,0.8258904173158045,17.584379196166992
scratch_yor_500_456,scratch,yor,500,456,3.4391520023345947,0.8158366219142726,0.7571815412616717,12.324918985366821
scratch_yor_500_789,scratch,yor,500,789,2.8382761478424072,0.8269095799844097,0.7509027600408207,12.319495916366577
scratch_yor_500_1024,scratch,yor,500,1024,2.1539809703826904,0.8371817673288262,0.7656307179244446,11.358932256698608
scratch_yor_750_42,scratch,yor,750,42,2.165785074234009,0.8752236689355964,0.8626779480120553,17.121558666229248
scratch_yor_750_123,scratch,yor,750,123,2.40588641166687,0.8776864060104184,0.843610592682219,22.157125234603882
scratch_yor_750_456,scratch,yor,750,456,2.5528547763824463,0.8734073755057521,0.8299749672157635,21.570878505706787
scratch_yor_750_789,scratch,yor,750,789,1.6135339736938477,0.8404244327701279,0.7916899530543199,15.18031120300293
scratch_yor_750_1024,scratch,yor,750,1024,1.9065757989883423,0.8421541544648792,0.7979278672071819,12.370294570922852
scratch_yor_full_42,scratch,yor,full,42,2.5914206504821777,0.8831238879782569,0.8372423131032735,40.0482223033905
scratch_yor_full_123,scratch,yor,full,123,2.9699180126190186,0.8703790474618084,0.8465752680113567,30.359498977661133
scratch_yor_full_456,scratch,yor,full,456,2.7028565406799316,0.8686725577637309,0.8512165321148193,27.001012086868286
scratch_yor_full_789,scratch,yor,full,789,2.6864125728607178,0.8680709458007222,0.8681783852021667,30.09612274169922
scratch_yor_full_1024,scratch,yor,full,1024,1.7864879369735718,0.8930781854164787,0.8612807621185624,31.908108949661255
scratch_ibo_100_42,scratch,ibo,100,42,4.172579288482666,0.6255064533969662,0.5518683561431651,10.503479719161987
scratch_ibo_100_123,scratch,ibo,100,123,4.754230499267578,0.5879166050415267,0.5240583578931525,6.7697155475616455
scratch_ibo_100_456,scratch,ibo,100,456,3.9830925464630127,0.5853348943262132,0.5538032750869692,6.81250262260437
scratch_ibo_100_789,scratch,ibo,100,789,3.51064395904541,0.6237466646789075,0.5622332467670922,6.501408100128174
scratch_ibo_100_1024,scratch,ibo,100,1024,4.688608646392822,0.5667599314518136,0.5654812472546201,7.340540409088135
scratch_ibo_250_42,scratch,ibo,250,42,3.79616117477417,0.6710040452233272,0.6498866070217437,9.602325201034546
scratch_ibo_250_123,scratch,ibo,250,123,4.346568584442139,0.6787418405432513,0.6314342328399634,13.7957763671875
scratch_ibo_250_456,scratch,ibo,250,456,3.0721523761749268,0.7011272735245437,0.6646512944536397,8.915622234344482
scratch_ibo_250_789,scratch,ibo,250,789,1.1998028755187988,0.6844308142218835,0.6504376737998123,6.1996989250183105
scratch_ibo_250_1024,scratch,ibo,250,1024,3.6936323642730713,0.7217068608532623,0.7201326570984725,10.777668952941895
scratch_ibo_500_42,scratch,ibo,500,42,4.406389236450195,0.7397955831494071,0.7139724818911206,12.980021238327026
scratch_ibo_500_123,scratch,ibo,500,123,3.928225517272949,0.7756388172215188,0.7016616414515614,15.509503364562988
scratch_ibo_500_456,scratch,ibo,500,456,4.3560590744018555,0.763395960829847,0.7193220781253518,17.41753888130188
scratch_ibo_500_789,scratch,ibo,500,789,3.451292037963867,0.7623959943013024,0.715977218130191,12.710694313049316
scratch_ibo_500_1024,scratch,ibo,500,1024,3.9752583503723145,0.7837662728321569,0.7135039421689781,20.268707752227783
scratch_ibo_750_42,scratch,ibo,750,42,3.244096040725708,0.7411878295108801,0.7187860503722863,12.485568284988403
scratch_ibo_750_123,scratch,ibo,750,123,3.5058512687683105,0.7794210675642961,0.7391853664601906,25.57949423789978
scratch_ibo_750_456,scratch,ibo,750,456,4.336519718170166,0.7744090930957304,0.7768554447904746,21.527241468429565
