run_id,model,dataset,lang,n,seed,val_loss,val_f1_weighted,test_f1_weighted,train_seconds
scratch_yor_full_789,scratch,afrisenti,yor,full,789,1.9237333536148071,0.705989520568215,0.63444337091003,69.44830513000488
scratch_yor_full_1024,scratch,afrisenti,yor,full,1024,0.8243728280067444,0.7137411949910951,0.6676549149454204,54.46776533126831
scratch_yor_full_123,scratch,afrisenti,yor,full,123,3.092958927154541,0.7105041145342145,0.6500382425339043,91.57013964653015
scratch_yor_full_42,scratch,afrisenti,yor,full,42,2.5727059841156006,0.7098546643270676,0.646091544726865,81.30393695831299
scratch_yor_full_456,scratch,afrisenti,yor,full,456,1.8248783349990845,0.7056993311411406,0.63164355064219,65.0510413646698
scratch_yor_750_1024,scratch,afrisenti,yor,750,1024,5.262587070465088,0.5902865743907845,0.5478329125299131,13.282174825668335
scratch_yor_750_789,scratch,afrisenti,yor,750,789,4.884048938751221,0.5856171958760382,0.5223888347639442,13.632424116134644
scratch_yor_750_456,scratch,afrisenti,yor,750,456,6.9263596534729,0.5985964686956882,0.5133347227681567,19.243590116500854
scratch_yor_750_123,scratch,afrisenti,yor,750,123,6.085198402404785,0.5758712277440704,0.5333582139111213,15.435869216918945
scratch_yor_750_42,scratch,afrisenti,yor,750,42,9.782607078552246,0.5810357044847544,0.5305818892996956,25.554308891296387
scratch_yor_500_789,scratch,afrisenti,yor,500,789,11.224932670593262,0.5659022766897432,0.489387364596779,21.593175888061523
scratch_yor_500_1024,scratch,afrisenti,yor,500,1024,5.131153583526611,0.5714793992604095,0.5302773244903175,13.487459421157837
scratch_yor_500_456,scratch,afrisenti,yor,500,456,10.909102439880371,0.5844153911429733,0.5123361667394335,21.175386428833008
scratch_yor_500_42,scratch,afrisenti,yor,500,42,11.44251823425293,0.5556664228777048,0.5100109820436668,24.396567344665527
scratch_yor_500_123,scratch,afrisenti,yor,500,123,6.911515712738037,0.5573538210754411,0.5140925667667066,15.309136867523193
scratch_yor_250_456,scratch,afrisenti,yor,250,456,9.996804237365723,0.5389623739334595,0.4802770369196387,18.254044771194458
scratch_yor_250_1024,scratch,afrisenti,yor,250,1024,9.998531341552734,0.5161585677957263,0.47759940310892607,12.412600994110107
scratch_yor_250_789,scratch,afrisenti,yor,250,789,1.1408846378326416,0.5216747009462185,0.47490601163647095,8.280738592147827
scratch_yor_250_42,scratch,afrisenti,yor,250,42,8.353248596191406,0.5392068153136786,0.5035460731557956,12.387906789779663
scratch_yor_250_123,scratch,afrisenti,yor,250,123,4.929661273956299,0.5208957266356756,0.4435433889710542,10.18438196182251
scratch_yor_100_1024,scratch,afrisenti,yor,100,1024,7.952904224395752,0.5201324431414256,0.43580407676513233,11.138103723526001
scratch_yor_100_789,scratch,afrisenti,yor,100,789,11.312484741210938,0.48297930478428397,0.372907129082467,13.496306657791138
scratch_yor_100_123,scratch,afrisenti,yor,100,123,9.64586353302002,0.4695669944565072,0.4350768777244791,16.60361933708191
scratch_yor_100_456,scratch,afrisenti,yor,100,456,8.895484924316406,0.5037646289943752,0.45014016842409066,11.728135347366333
scratch_swa_full_1024,scratch,afrisenti,swa,full,1024,6.144882678985596,0.506590385535095,0.5252519744376377,19.84778666496277
scratch_swa_full_789,scratch,afrisenti,swa,full,789,7.860865592956543,0.5225403895368146,0.5386950983972592,22.573363780975342
scratch_yor_100_42,scratch,afrisenti,yor,100,42,6.8318376541137695,0.48157654928918103,0.454869852295446,9.413994789123535
scratch_swa_full_456,scratch,afrisenti,swa,full,456,2.607182741165161,0.5302729233936707,0.5114065782947472,12.405078887939453
scratch_swa_full_123,scratch,afrisenti,swa,full,123,1.568642497062683,0.510934759609268,0.5134940048396114,10.984548807144165
scratch_swa_full_42,scratch,afrisenti,swa,full,42,1.4419269561767578,0.4993859551070543,0.5215721579165759,11.804684400558472
scratch_swa_750_1024,scratch,afrisenti,swa,750,1024,4.441988945007324,0.5145274694600135,0.5101115622108648,7.626282215118408
scratch_swa_750_789,scratch,afrisenti,swa,750,789,7.784207820892334,0.5300728756708208,0.5000076907469169,9.161181211471558
scratch_swa_750_456,scratch,afrisenti,swa,750,456,4.311967849731445,0.5129829948367097,0.5111255623401392,7.308469772338867
scratch_swa_750_123,scratch,afrisenti,swa,750,123,1.2003766298294067,0.5276931023941055,0.5106199550985264,5.809201717376709
scratch_swa_500_1024,scratch,afrisenti,swa,500,1024,5.371612548828125,0.5336202607146926,0.5160269727979957,11.216499328613281
scratch_swa_750_42,scratch,afrisenti,swa,750,42,2.138270616531372,0.5123644989190265,0.4888303565667103,6.306768178939819
scratch_swa_500_789,scratch,afrisenti,swa,500,789,13.769333839416504,0.5383234325125273,0.511984124851696,14.937386989593506
scratch_swa_500_456,scratch,afrisenti,swa,500,456,6.430054187774658,0.4972753161739955,0.5220262330595314,9.232636213302612
scratch_swa_500_123,scratch,afrisenti,swa,500,123,8.76530933380127,0.5136329149764541,0.5150248414063019,7.774378776550293
scratch_swa_500_42,scratch,afrisenti,swa,500,42,5.127392768859863,0.49694102487319614,0.4991861710127964,6.513433933258057
scratch_swa_250_1024,scratch,afrisenti,swa,250,1024,4.732668876647949,0.5129325045038471,0.5183687239319041,5.69105339050293
scratch_pcm_full_1024,scratch,afrisenti,pcm,full,1024,2.2895331382751465,0.690021074131574,0.5901139182539997,44.86275911331177
scratch_swa_250_789,scratch,afrisenti,swa,250,789,10.85519790649414,0.5410348293610943,0.5008396896209669,6.54338526725769
scratch_pcm_full_789,scratch,afrisenti,pcm,full,789,1.8456900119781494,0.6980039734886322,0.5961739666336541,40.74687099456787
scratch_swa_250_456,scratch,afrisenti,swa,250,456,9.129437446594238,0.51908812116914,0.48340375155478227,7.54405403137207
scratch_swa_250_123,scratch,afrisenti,swa,250,123,8.549724578857422,0.5083884775066457,0.48925635880910195,6.943870306015015
scratch_swa_250_42,scratch,afrisenti,swa,250,42,3.1936068534851074,0.5015358162478036,0.510512882839086,4.492781400680542
scratch_pcm_full_123,scratch,afrisenti,pcm,full,123,3.3702430725097656,0.6977666398724648,0.59259146440906,67.40692949295044
scratch_pcm_full_456,scratch,afrisenti,pcm,full,456,3.385077476501465,0.6985663769332522,0.5952730299865202,52.05961585044861
scratch_pcm_full_42,scratch,afrisenti,pcm,full,42,2.7127065658569336,0.6935736612349812,0.5916039370895337,62.902403116226196
scratch_pcm_750_1024,scratch,afrisenti,pcm,750,1024,5.28755521774292,0.6190011232515469,0.5420219537510342,14.199901342391968
scratch_pcm_750_789,scratch,afrisenti,pcm,750,789,0.9531962871551514,0.5966939507658504,0.5232837947194579,7.1956212520599365
scratch_pcm_750_123,scratch,afrisenti,pcm,750,123,6.392915725708008,0.618877410905396,0.5125241817037048,18.272017240524292
scratch_pcm_750_456,scratch,afrisenti,pcm,750,456,1.1594514846801758,0.6023067744489783,0.5250590183095295,7.755462408065796
scratch_pcm_750_42,scratch,afrisenti,pcm,750,42,5.449933052062988,0.6066694754019906,0.5256934432368785,15.070308446884155
scratch_pcm_500_1024,scratch,afrisenti,pcm,500,1024,7.174704074859619,0.6109168694629205,0.5276290269782202,12.407695293426514
scratch_pcm_500_789,scratch,afrisenti,pcm,500,789,7.61297607421875,0.5989136327788959,0.5158837047517585,11.503476619720459
scratch_pcm_500_456,scratch,afrisenti,pcm,500,456,9.854098320007324,0.6052212732819747,0.5146552982252036,14.749772787094116
scratch_pcm_500_123,scratch,afrisenti,pcm,500,123,2.0502705574035645,0.6195526127334742,0.5201220348840075,7.944427251815796
scratch_pcm_500_42,scratch,afrisenti,pcm,500,42,5.3293561935424805,0.583814004371777,0.5194597141041749,10.857341289520264
scratch_pcm_250_789,scratch,afrisenti,pcm,250,789,10.573270797729492,0.5824281058789132,0.49433284361659363,10.626038551330566
scratch_pcm_250_1024,scratch,afrisenti,pcm,250,1024,1.0804322957992554,0.5930636978667478,0.49571838991764444,5.464630603790283
scratch_pcm_250_456,scratch,afrisenti,pcm,250,456,5.248876094818115,0.56763512188835,0.49511869083398324,7.6400206089019775
scratch_pcm_250_123,scratch,afrisenti,pcm,250,123,3.7012369632720947,0.6010801618364564,0.5077959035285019,7.316096305847168
scratch_pcm_250_42,scratch,afrisenti,pcm,250,42,2.203357696533203,0.5595742039323757,0.4966983896009242,6.883226633071899
scratch_pcm_100_1024,scratch,afrisenti,pcm,100,1024,6.798997402191162,0.5594810552780866,0.48297841775903627,9.917280673980713
scratch_orm_full_1024,scratch,afrisenti,orm,full,1024,3.772915840148926,0.2738910268140341,0.31019316796427865,61.677574634552
scratch_pcm_100_789,scratch,afrisenti,pcm,100,789,6.41106653213501,0.589535522735964,0.4943637135404874,7.6766440868377686
