run_id,model,dataset,lang,n,seed,val_loss,val_f1_weighted,test_f1_weighted,train_seconds
scratch_swh_250_123,scratch,sib200,swh,250,123,5.7643327713012695,0.5033921112181982,0.5033921112181982,4.946520090103149
scratch_swh_250_42,scratch,sib200,swh,250,42,3.4308371543884277,0.47656074366600676,0.47656074366600676,4.037235736846924
scratch_swh_100_1024,scratch,sib200,swh,100,1024,6.121859550476074,0.3918632440691264,0.3918632440691264,5.650683879852295
scratch_swh_100_789,scratch,sib200,swh,100,789,3.3992979526519775,0.3284090813502578,0.3284090813502578,3.629037618637085
scratch_swh_100_123,scratch,sib200,swh,100,123,7.695255756378174,0.4229117087775165,0.4229117087775165,6.0146331787109375
scratch_swh_100_456,scratch,sib200,swh,100,456,8.621527671813965,0.34968747579405124,0.34968747579405124,4.07936429977417
scratch_swh_100_42,scratch,sib200,swh,100,42,6.833561420440674,0.388417160475984,0.388417160475984,4.980928897857666
scratch_sna_full_1024,scratch,sib200,sna,full,1024,6.329314231872559,0.6647507897507897,0.6647507897507897,9.132184505462646
scratch_sna_full_789,scratch,sib200,sna,full,789,5.072597503662109,0.5629817009127354,0.5629817009127354,7.524824619293213
scratch_sna_full_456,scratch,sib200,sna,full,456,5.967479228973389,0.6171736513841776,0.6171736513841776,9.405130863189697
scratch_sna_full_123,scratch,sib200,sna,full,123,6.5911359786987305,0.5652352626036836,0.5652352626036836,7.089655876159668
scratch_sna_full_42,scratch,sib200,sna,full,42,8.368118286132812,0.580366251418883,0.580366251418883,10.088627815246582
scratch_sna_500_1024,scratch,sib200,sna,500,1024,7.778626441955566,0.6193843318843318,0.6193843318843318,9.019793033599854
scratch_sna_500_456,scratch,sib200,sna,500,456,7.361879825592041,0.657406186521528,0.657406186521528,13.937771081924438
scratch_sna_500_789,scratch,sib200,sna,500,789,5.133579730987549,0.5857546910178489,0.5857546910178489,6.949765920639038
scratch_sna_500_123,scratch,sib200,sna,500,123,8.16556167602539,0.578725159851231,0.578725159851231,11.045674324035645
scratch_sna_500_42,scratch,sib200,sna,500,42,8.416635513305664,0.5831719815620744,0.5831719815620744,9.389784812927246
scratch_sna_250_1024,scratch,sib200,sna,250,1024,6.992245197296143,0.4783304239825979,0.4783304239825979,5.759507656097412
scratch_sna_250_789,scratch,sib200,sna,250,789,8.529592514038086,0.44517185279741667,0.44517185279741667,6.290327310562134
scratch_sna_250_456,scratch,sib200,sna,250,456,7.866476535797119,0.46420419833552523,0.46420419833552523,4.563756942749023
scratch_sna_250_123,scratch,sib200,sna,250,123,8.639999389648438,0.42650153295314586,0.42650153295314586,5.862810373306274
scratch_sna_250_42,scratch,sib200,sna,250,42,7.668931484222412,0.45499590499590503,0.45499590499590503,5.728810787200928
scratch_sna_100_1024,scratch,sib200,sna,100,1024,8.562529563903809,0.31652976505917685,0.31652976505917685,4.2288432121276855
scratch_sna_100_789,scratch,sib200,sna,100,789,10.372994422912598,0.2418144452627211,0.2418144452627211,4.747701168060303
scratch_sna_100_456,scratch,sib200,sna,100,456,5.947066307067871,0.35664727429433307,0.35664727429433307,3.536693572998047
scratch_sna_100_42,scratch,sib200,sna,100,42,12.867066383361816,0.3334922284922285,0.3334922284922285,6.441467761993408
scratch_sna_100_123,scratch,sib200,sna,100,123,4.992531776428223,0.3464576264576264,0.3464576264576264,3.6465327739715576
scratch_run_full_789,scratch,sib200,run,full,789,7.531789302825928,0.5419154871323949,0.5419154871323949,8.922550678253174
scratch_run_full_1024,scratch,sib200,run,full,1024,3.8591976165771484,0.49542167251605224,0.49542167251605224,5.932944297790527
scratch_run_full_456,scratch,sib200,run,full,456,1.7259968519210815,0.5674614584189052,0.5674614584189052,5.232091903686523
scratch_run_full_123,scratch,sib200,run,full,123,5.994225025177002,0.5539182888758876,0.5539182888758876,7.4312849044799805
scratch_run_full_42,scratch,sib200,run,full,42,3.462451457977295,0.49879671538657716,0.49879671538657716,5.333561658859253
scratch_run_500_1024,scratch,sib200,run,500,1024,6.395267963409424,0.5531143678003774,0.5531143678003774,7.774582147598267
scratch_run_500_456,scratch,sib200,run,500,456,10.055230140686035,0.5359309019444154,0.5359309019444154,12.410770654678345
scratch_run_500_789,scratch,sib200,run,500,789,9.194157600402832,0.5740136688412552,0.5740136688412552,8.570908308029175
scratch_run_500_123,scratch,sib200,run,500,123,8.3351469039917,0.5354802854802855,0.5354802854802855,8.03558874130249
scratch_run_500_42,scratch,sib200,run,500,42,7.495101451873779,0.5561562340146733,0.5561562340146733,11.779195785522461
scratch_run_250_1024,scratch,sib200,run,250,1024,7.318401336669922,0.421188247504037,0.421188247504037,4.401298522949219
scratch_run_250_789,scratch,sib200,run,250,789,6.757157802581787,0.46393966393966396,0.46393966393966396,4.710943937301636
