run_id,model,dataset,lang,n,seed,val_f1_weighted,test_f1_weighted,train_seconds
xlmr_sna_full_42,xlmr,sib200,sna,full,42,0.5965845149854547,0.5965845149854547,80.11094880104065
xlmr_sna_500_1024,xlmr,sib200,sna,500,1024,0.5709772230702463,0.5709772230702463,91.67871737480164
xlmr_sna_500_123,xlmr,sib200,sna,500,123,0.5603178842309278,0.5603178842309278,97.46548199653625
xlmr_sna_500_456,xlmr,sib200,sna,500,456,0.539261740177072,0.539261740177072,90.83278608322144
xlmr_sna_500_42,xlmr,sib200,sna,500,42,0.5643535616361703,0.5643535616361703,110.02687811851501
xlmr_sna_250_1024,xlmr,sib200,sna,250,1024,0.361496723996724,0.361496723996724,54.472161054611206
xlmr_sna_250_789,xlmr,sib200,sna,250,789,0.46773916773916774,0.46773916773916774,60.56061911582947
xlmr_sna_250_456,xlmr,sib200,sna,250,456,0.470638905159029,0.470638905159029,66.29974484443665
xlmr_sna_250_123,xlmr,sib200,sna,250,123,0.4424310674310674,0.4424310674310674,55.06388211250305
xlmr_sna_250_42,xlmr,sib200,sna,250,42,0.5560389633665496,0.5560389633665496,62.744630098342896
xlmr_sna_100_789,xlmr,sib200,sna,100,789,0.40407867381551593,0.40407867381551593,60.579256534576416
xlmr_sna_100_1024,xlmr,sib200,sna,100,1024,0.23655925155925153,0.23655925155925153,43.22112274169922
xlmr_sna_100_456,xlmr,sib200,sna,100,456,0.34510767451943924,0.34510767451943924,50.0228796005249
xlmr_run_full_1024,xlmr,sib200,run,full,1024,0.5287411628875044,0.5287411628875044,78.56222605705261
xlmr_sna_100_123,xlmr,sib200,sna,100,123,0.31965344379137484,0.31965344379137484,54.360995292663574
xlmr_sna_100_42,xlmr,sib200,sna,100,42,0.38756956689893873,0.38756956689893873,50.11489415168762
xlmr_run_full_456,xlmr,sib200,run,full,456,0.5311841805790044,0.5311841805790044,94.85738730430603
xlmr_run_full_123,xlmr,sib200,run,full,123,0.48673698673698673,0.48673698673698673,85.09736227989197
xlmr_run_full_789,xlmr,sib200,run,full,789,0.5487463603582373,0.5487463603582373,78.32510995864868
xlmr_run_500_789,xlmr,sib200,run,500,789,0.658541559283871,0.658541559283871,114.11992478370667
xlmr_run_full_42,xlmr,sib200,run,full,42,0.5879671114965233,0.5879671114965233,78.54104137420654
xlmr_run_500_1024,xlmr,sib200,run,500,1024,0.4367991424443038,0.4367991424443038,98.18331146240234
xlmr_run_500_456,xlmr,sib200,run,500,456,0.5614753509490352,0.5614753509490352,94.19789433479309
xlmr_run_500_123,xlmr,sib200,run,500,123,0.5923355164854729,0.5923355164854729,98.21561241149902
xlmr_run_500_42,xlmr,sib200,run,500,42,0.5527966865093465,0.5527966865093465,113.0335304737091
xlmr_run_250_1024,xlmr,sib200,run,250,1024,0.4525396209606736,0.4525396209606736,56.13687348365784
xlmr_run_250_789,xlmr,sib200,run,250,789,0.5420244633797449,0.5420244633797449,60.78482985496521
xlmr_run_250_456,xlmr,sib200,run,250,456,0.41440539353582834,0.41440539353582834,68.84116435050964
xlmr_run_250_123,xlmr,sib200,run,250,123,0.35182760787599493,0.35182760787599493,55.91164493560791
xlmr_run_250_42,xlmr,sib200,run,250,42,0.41590011063695276,0.41590011063695276,61.23819613456726
xlmr_run_100_789,xlmr,sib200,run,100,789,0.34568595333301216,0.34568595333301216,56.414668798446655
xlmr_run_100_1024,xlmr,sib200,run,100,1024,0.27201939257784513,0.27201939257784513,44.18005657196045
xlmr_run_100_456,xlmr,sib200,run,100,456,0.3131976131976132,0.3131976131976132,47.58497881889343
xlmr_gaz_full_1024,xlmr,sib200,gaz,full,1024,0.388504341445518,0.388504341445518,76.49226260185242
xlmr_run_100_123,xlmr,sib200,run,100,123,0.3060225091804039,0.3060225091804039,61.312248945236206
xlmr_run_100_42,xlmr,sib200,run,100,42,0.2445806250154076,0.2445806250154076,45.55612540245056
xlmr_gaz_full_123,xlmr,sib200,gaz,full,123,0.3418340334469367,0.3418340334469367,90.35898637771606
xlmr_gaz_full_456,xlmr,sib200,gaz,full,456,0.4442966325915451,0.4442966325915451,80.07128500938416
xlmr_gaz_full_789,xlmr,sib200,gaz,full,789,0.44527920777920776,0.44527920777920776,76.3216769695282
xlmr_gaz_full_42,xlmr,sib200,gaz,full,42,0.417807951035296,0.417807951035296,76.95864605903625
xlmr_gaz_500_1024,xlmr,sib200,gaz,500,1024,0.5091359045189415,0.5091359045189415,96.60157990455627
xlmr_gaz_500_789,xlmr,sib200,gaz,500,789,0.46661747954851396,0.46661747954851396,106.87309169769287
xlmr_gaz_500_456,xlmr,sib200,gaz,500,456,0.5189311806958866,0.5189311806958866,92.9941418170929
xlmr_gaz_500_123,xlmr,sib200,gaz,500,123,0.4597394163254761,0.4597394163254761,95.80286574363708
xlmr_gaz_500_42,xlmr,sib200,gaz,500,42,0.48876035553256075,0.48876035553256075,104.69662976264954
xlmr_gaz_250_1024,xlmr,sib200,gaz,250,1024,0.33901650128830657,0.33901650128830657,55.6541907787323
xlmr_gaz_250_789,xlmr,sib200,gaz,250,789,0.40009353802457254,0.40009353802457254,58.21791195869446
xlmr_gaz_250_456,xlmr,sib200,gaz,250,456,0.34346738112061553,0.34346738112061553,62.93824076652527
xlmr_gaz_250_123,xlmr,sib200,gaz,250,123,0.28275748851162974,0.28275748851162974,55.8680477142334
xlmr_gaz_250_42,xlmr,sib200,gaz,250,42,0.41124233477174654,0.41124233477174654,58.247849464416504
xlmr_gaz_100_789,xlmr,sib200,gaz,100,789,0.29728936822758334,0.29728936822758334,51.05315828323364
xlmr_gaz_100_1024,xlmr,sib200,gaz,100,1024,0.2608484584291036,0.2608484584291036,43.839348793029785
xlmr_gaz_100_456,xlmr,sib200,gaz,100,456,0.16891891891891891,0.16891891891891891,29.78907084465027
xlmr_lug_full_1024,xlmr,sib200,lug,full,1024,0.4469364791945437,0.4469364791945437,71.25770306587219
xlmr_gaz_100_42,xlmr,sib200,gaz,100,42,0.270992970992971,0.270992970992971,51.712697982788086
xlmr_gaz_100_123,xlmr,sib200,gaz,100,123,0.2951471820657867,0.2951471820657867,44.24261140823364
xlmr_lug_full_123,xlmr,sib200,lug,full,123,0.3307469425116484,0.3307469425116484,84.02300381660461
xlmr_lug_full_789,xlmr,sib200,lug,full,789,0.524778576400857,0.524778576400857,73.78330731391907
xlmr_lug_full_456,xlmr,sib200,lug,full,456,0.5005107978792188,0.5005107978792188,71.06243753433228
xlmr_lug_full_42,xlmr,sib200,lug,full,42,0.400594704942531,0.400594704942531,75.54483819007874
xlmr_lug_500_1024,xlmr,sib200,lug,500,1024,0.43336765750558853,0.43336765750558853,88.63597464561462
xlmr_lug_500_789,xlmr,sib200,lug,500,789,0.4379684031857945,0.4379684031857945,96.96706938743591
xlmr_lug_500_123,xlmr,sib200,lug,500,123,0.3652949679976707,0.3652949679976707,94.3194432258606
xlmr_lug_500_456,xlmr,sib200,lug,500,456,0.5165106892661072,0.5165106892661072,88.74289870262146
xlmr_lug_500_42,xlmr,sib200,lug,500,42,0.5403247808500291,0.5403247808500291,105.01688575744629
xlmr_lug_250_1024,xlmr,sib200,lug,250,1024,0.40252842127842126,0.40252842127842126,53.40555667877197
xlmr_lug_250_789,xlmr,sib200,lug,250,789,0.5045114167876316,0.5045114167876316,58.26704168319702
xlmr_lug_250_456,xlmr,sib200,lug,250,456,0.40502620611513535,0.40502620611513535,53.12765145301819
xlmr_lug_250_123,xlmr,sib200,lug,250,123,0.27323062484352806,0.27323062484352806,55.668368101119995
xlmr_lug_250_42,xlmr,sib200,lug,250,42,0.3126838300751344,0.3126838300751344,53.82475757598877
xlmr_lug_100_1024,xlmr,sib200,lug,100,1024,0.25095801860595934,0.25095801860595934,46.92545199394226
xlmr_lug_100_789,xlmr,sib200,lug,100,789,0.2914203699386766,0.2914203699386766,42.931580781936646
xlmr_lug_100_456,xlmr,sib200,lug,100,456,0.21160675291281114,0.21160675291281114,45.383476972579956
xlmr_lug_100_123,xlmr,sib200,lug,100,123,0.24967824967824964,0.24967824967824964,43.46286392211914
xlmr_lug_100_42,xlmr,sib200,lug,100,42,0.25203943307391585,0.25203943307391585,46.559629917144775
xlmr_ibo_full_1024,xlmr,sib200,ibo,full,1024,0.5510836182797416,0.5510836182797416,83.90477156639099
xlmr_ibo_full_789,xlmr,sib200,ibo,full,789,0.6682124446830329,0.6682124446830329,89.71029686927795
xlmr_ibo_full_456,xlmr,sib200,ibo,full,456,0.683498796688098,0.683498796688098,84.07331800460815
xlmr_ibo_full_123,xlmr,sib200,ibo,full,123,0.5744440244440244,0.5744440244440244,89.93060231208801
xlmr_ibo_full_42,xlmr,sib200,ibo,full,42,0.6794227269112852,0.6794227269112852,84.302743434906
xlmr_ibo_500_1024,xlmr,sib200,ibo,500,1024,0.5692150533481803,0.5692150533481803,106.71554851531982
xlmr_ibo_500_789,xlmr,sib200,ibo,500,789,0.6634082721039244,0.6634082721039244,101.27083468437195
xlmr_ibo_500_456,xlmr,sib200,ibo,500,456,0.6497417050358226,0.6497417050358226,106.36308813095093
xlmr_ibo_500_123,xlmr,sib200,ibo,500,123,0.6083484047957731,0.6083484047957731,100.87432146072388
xlmr_ibo_500_42,xlmr,sib200,ibo,500,42,0.6829434020738369,0.6829434020738369,106.80968356132507
xlmr_ibo_250_1024,xlmr,sib200,ibo,250,1024,0.4131597531597532,0.4131597531597532,58.84432530403137
xlmr_ibo_250_789,xlmr,sib200,ibo,250,789,0.6018099918099917,0.6018099918099917,63.9806969165802
xlmr_ibo_250_456,xlmr,sib200,ibo,250,456,0.4857741781614013,0.4857741781614013,59.84467029571533
xlmr_ibo_250_123,xlmr,sib200,ibo,250,123,0.5573499724394866,0.5573499724394866,63.890278577804565
xlmr_ibo_250_42,xlmr,sib200,ibo,250,42,0.46606001366262034,0.46606001366262034,63.729928970336914
xlmr_ibo_100_1024,xlmr,sib200,ibo,100,1024,0.33133555633555634,0.33133555633555634,48.48318386077881
xlmr_ibo_100_789,xlmr,sib200,ibo,100,789,0.40850053045175,0.40850053045175,48.674673557281494
xlmr_ibo_100_456,xlmr,sib200,ibo,100,456,0.419017919017919,0.419017919017919,47.77699851989746
xlmr_ibo_100_123,xlmr,sib200,ibo,100,123,0.39367219514278334,0.39367219514278334,48.7942259311676
xlmr_hau_full_1024,xlmr,sib200,hau,full,1024,0.7098667405572776,0.7098667405572776,73.98649954795837
xlmr_ibo_100_42,xlmr,sib200,ibo,100,42,0.4032137903202371,0.4032137903202371,47.379247426986694
xlmr_hau_full_789,xlmr,sib200,hau,full,789,0.6895890865200329,0.6895890865200329,73.06225872039795
xlmr_hau_full_456,xlmr,sib200,hau,full,456,0.7357654517061398,0.7357654517061398,74.00123977661133
xlmr_hau_full_123,xlmr,sib200,hau,full,123,0.6649446468411985,0.6649446468411985,73.86691904067993
xlmr_hau_full_42,xlmr,sib200,hau,full,42,0.7447921605816343,0.7447921605816343,74.87709212303162
xlmr_hau_500_1024,xlmr,sib200,hau,500,1024,0.7402030442980898,0.7402030442980898,93.10590767860413
xlmr_hau_500_789,xlmr,sib200,hau,500,789,0.6965052965052965,0.6965052965052965,93.21196126937866
xlmr_hau_500_456,xlmr,sib200,hau,500,456,0.7248391248391247,0.7248391248391247,92.58863306045532
xlmr_hau_500_123,xlmr,sib200,hau,500,123,0.7077276445697499,0.7077276445697499,91.52353000640869
xlmr_hau_500_42,xlmr,sib200,hau,500,42,0.71583562951984,0.71583562951984,93.17478728294373
xlmr_hau_250_1024,xlmr,sib200,hau,250,1024,0.6479354844126513,0.6479354844126513,56.26904654502869
xlmr_hau_250_789,xlmr,sib200,hau,250,789,0.6383931383931384,0.6383931383931384,58.875503063201904
xlmr_hau_250_456,xlmr,sib200,hau,250,456,0.6500191111381929,0.6500191111381929,58.088348388671875
xlmr_hau_250_123,xlmr,sib200,hau,250,123,0.569456296677392,0.569456296677392,55.243536949157715
xlmr_hau_250_42,xlmr,sib200,hau,250,42,0.7041119691119692,0.7041119691119692,57.449992656707764
xlmr_hau_100_1024,xlmr,sib200,hau,100,1024,0.269638693013306,0.269638693013306,47.33677792549133
xlmr_hau_100_789,xlmr,sib200,hau,100,789,0.5918138488571925,0.5918138488571925,48.586782455444336
xlmr_hau_100_456,xlmr,sib200,hau,100,456,0.535435097354602,0.535435097354602,49.357184410095215
xlmr_hau_100_123,xlmr,sib200,hau,100,123,0.42259713273645166,0.42259713273645166,49.12140130996704
xlmr_hau_100_42,xlmr,sib200,hau,100,42,0.5626958354712125,0.5626958354712125,49.315420389175415
