dataset,lang,scale,seed,classifier,best_feature_type,best_clf_params,val_f1,test_f1,n_train
afrisenti,pcm,100,42,svm,word_unigram,{'C': 100.0},0.571798,0.477591,100
afrisenti,pcm,full,42,xgboost,word_bigram,{'n_estimators': 500},0.715458,0.606083,5121
afrisenti,pcm,750,42,xgboost,char_3to5,{'n_estimators': 500},0.609076,0.524973,750
afrisenti,pcm,750,123,xgboost,char_3to5,{'n_estimators': 300},0.624798,0.531298,750
afrisenti,pcm,750,456,xgboost,char_3to5,{'n_estimators': 100},0.60557,0.520381,750
afrisenti,pcm,750,1024,xgboost,word_bigram,{'n_estimators': 100},0.625762,0.525876,750
afrisenti,pcm,750,789,xgboost,char_3to5,{'n_estimators': 100},0.610578,0.510979,750
afrisenti,pcm,500,456,xgboost,char_3to5,{'n_estimators': 500},0.589682,0.51316,500
afrisenti,pcm,500,789,xgboost,char_3to5,{'n_estimators': 500},0.590461,0.512133,500
afrisenti,pcm,500,42,xgboost,char_3to5,{'n_estimators': 300},0.597877,0.500308,500
afrisenti,pcm,500,123,xgboost,word_unigram,{'n_estimators': 300},0.606385,0.502083,500
afrisenti,pcm,500,1024,xgboost,word_bigram,{'n_estimators': 100},0.597199,0.510519,500
afrisenti,pcm,250,789,xgboost,char_3to5,{'n_estimators': 500},0.579071,0.490611,250
afrisenti,pcm,250,456,xgboost,char_3to5,{'n_estimators': 100},0.584029,0.494535,250
afrisenti,pcm,250,1024,xgboost,char_3to5,{'n_estimators': 300},0.578054,0.488996,250
afrisenti,pcm,250,123,xgboost,word_bigram,{'n_estimators': 100},0.593973,0.511307,250
afrisenti,pcm,250,42,xgboost,char_3to5,{'n_estimators': 500},0.591987,0.494798,250
afrisenti,pcm,100,42,xgboost,word_unigram,{'n_estimators': 100},0.571133,0.46596,100
afrisenti,pcm,100,456,xgboost,char_3to5,{'n_estimators': 100},0.587506,0.489804,100
afrisenti,pcm,100,789,xgboost,word_unigram,{'n_estimators': 500},0.563605,0.468996,100
afrisenti,pcm,100,1024,xgboost,char_3to5,{'n_estimators': 500},0.548526,0.467251,100
afrisenti,pcm,100,123,xgboost,word_unigram,{'n_estimators': 100},0.570689,0.494993,100
afrisenti,swa,750,1024,naive_bayes,char_3to5,{'alpha': 0.01},0.538373,0.555395,750
afrisenti,swa,500,1024,naive_bayes,char_3to5,{'alpha': 0.01},0.547021,0.544535,500
afrisenti,swa,750,42,naive_bayes,char_3to5,{'alpha': 0.01},0.5581,0.557451,750
afrisenti,swa,750,456,naive_bayes,word_unigram,{'alpha': 0.01},0.549499,0.541302,750
afrisenti,swa,full,42,naive_bayes,char_3to5,{'alpha': 0.01},0.580122,0.575476,1810
afrisenti,swa,750,789,naive_bayes,char_3to5,{'alpha': 0.01},0.553108,0.583975,750
afrisenti,swa,500,456,naive_bayes,word_bigram,{'alpha': 0.01},0.534681,0.536194,500
afrisenti,swa,250,1024,naive_bayes,word_unigram,{'alpha': 0.01},0.51317,0.536113,250
afrisenti,swa,750,123,naive_bayes,char_3to5,{'alpha': 0.01},0.559976,0.536394,750
afrisenti,swa,500,789,naive_bayes,char_3to5,{'alpha': 0.1},0.552023,0.5267,500
afrisenti,swa,250,456,naive_bayes,word_bigram,{'alpha': 0.1},0.504127,0.50999,250
afrisenti,swa,500,123,naive_bayes,char_3to5,{'alpha': 0.1},0.539492,0.520005,500
afrisenti,swa,500,42,naive_bayes,word_bigram,{'alpha': 0.1},0.531681,0.5493,500
afrisenti,swa,250,789,naive_bayes,word_unigram,{'alpha': 0.1},0.543245,0.527748,250
afrisenti,swa,100,1024,naive_bayes,char_3to5,{'alpha': 0.01},0.502998,0.520469,100
afrisenti,swa,250,123,naive_bayes,char_3to5,{'alpha': 0.01},0.543365,0.491731,250
afrisenti,swa,100,789,naive_bayes,char_3to5,{'alpha': 0.1},0.521049,0.517211,100
afrisenti,swa,250,42,naive_bayes,word_unigram,{'alpha': 0.1},0.540076,0.536687,250
afrisenti,swa,100,123,naive_bayes,char_3to5,{'alpha': 0.1},0.52214,0.497203,100
afrisenti,swa,100,456,naive_bayes,word_unigram,{'alpha': 0.1},0.504384,0.500557,100
afrisenti,swa,100,42,naive_bayes,word_bigram,{'alpha': 0.01},0.513689,0.486155,100
afrisenti,swa,full,42,svm,char_3to5,{'C': 1.0},0.548847,0.561091,1810
afrisenti,swa,750,1024,svm,char_3to5,{'C': 1.0},0.525084,0.550888,750
afrisenti,swa,750,123,svm,char_3to5,{'C': 1.0},0.532646,0.542985,750
afrisenti,swa,500,1024,svm,char_3to5,{'C': 100.0},0.51802,0.555095,500
afrisenti,swa,750,789,svm,char_3to5,{'C': 1.0},0.53648,0.54581,750
afrisenti,swa,750,42,svm,char_3to5,{'C': 1.0},0.551869,0.551908,750
afrisenti,swa,500,456,svm,char_3to5,{'C': 100.0},0.530033,0.53807,500
afrisenti,swa,500,42,svm,word_bigram,{'C': 100.0},0.532202,0.554781,500
afrisenti,swa,750,456,svm,char_3to5,{'C': 10.0},0.558024,0.56213,750
afrisenti,swa,500,789,svm,char_3to5,{'C': 1.0},0.529367,0.528062,500
afrisenti,swa,250,1024,svm,word_unigram,{'C': 1.0},0.507742,0.527499,250
afrisenti,swa,250,456,svm,word_bigram,{'C': 1.0},0.521611,0.519916,250
afrisenti,swa,500,123,svm,char_3to5,{'C': 100.0},0.539082,0.546685,500
afrisenti,swa,100,1024,svm,word_unigram,{'C': 1.0},0.521782,0.49442,100
afrisenti,swa,250,789,svm,char_3to5,{'C': 10.0},0.546483,0.536183,250
afrisenti,swa,100,789,svm,char_3to5,{'C': 100.0},0.519766,0.519333,100
afrisenti,swa,100,42,svm,char_3to5,{'C': 10.0},0.507466,0.487564,100
afrisenti,swa,100,456,svm,char_3to5,{'C': 100.0},0.512247,0.505078,100
afrisenti,swa,250,123,svm,char_3to5,{'C': 10.0},0.542925,0.510044,250
afrisenti,swa,250,42,svm,char_3to5,{'C': 100.0},0.538264,0.526552,250
afrisenti,swa,100,123,svm,word_bigram,{'C': 100.0},0.516021,0.503665,100
afrisenti,swa,full,42,xgboost,char_3to5,{'n_estimators': 300},0.525719,0.525348,1810
afrisenti,swa,750,789,xgboost,char_3to5,{'n_estimators': 500},0.517865,0.512362,750
afrisenti,swa,750,1024,xgboost,char_3to5,{'n_estimators': 100},0.519141,0.526819,750
afrisenti,swa,750,42,xgboost,char_3to5,{'n_estimators': 500},0.521019,0.524292,750
afrisenti,swa,750,456,xgboost,word_bigram,{'n_estimators': 500},0.528433,0.497097,750
afrisenti,swa,750,123,xgboost,char_3to5,{'n_estimators': 100},0.53813,0.52454,750
afrisenti,swa,500,42,xgboost,char_3to5,{'n_estimators': 500},0.520823,0.523852,500
afrisenti,swa,500,123,xgboost,char_3to5,{'n_estimators': 500},0.533016,0.51315,500
afrisenti,swa,500,1024,xgboost,word_unigram,{'n_estimators': 100},0.507964,0.536395,500
afrisenti,swa,500,456,xgboost,word_bigram,{'n_estimators': 100},0.500867,0.485512,500
afrisenti,swa,500,789,xgboost,char_3to5,{'n_estimators': 200},0.522441,0.51802,500
afrisenti,swa,250,1024,xgboost,char_3to5,{'n_estimators': 300},0.507813,0.506206,250
afrisenti,swa,250,456,xgboost,char_3to5,{'n_estimators': 200},0.490143,0.489126,250
afrisenti,swa,250,42,xgboost,word_unigram,{'n_estimators': 100},0.517409,0.486711,250
afrisenti,swa,250,123,xgboost,char_3to5,{'n_estimators': 300},0.514373,0.498967,250
afrisenti,swa,250,789,xgboost,char_3to5,{'n_estimators': 100},0.514196,0.493608,250
afrisenti,swa,100,789,xgboost,char_3to5,{'n_estimators': 100},0.502233,0.475956,100
afrisenti,swa,100,456,xgboost,word_unigram,{'n_estimators': 500},0.507722,0.486324,100
afrisenti,swa,100,1024,xgboost,char_3to5,{'n_estimators': 200},0.485087,0.506995,100
afrisenti,swa,100,42,xgboost,word_bigram,{'n_estimators': 100},0.49851,0.472787,100
afrisenti,swa,100,123,xgboost,char_3to5,{'n_estimators': 100},0.497779,0.490587,100
afrisenti,yor,full,42,naive_bayes,word_bigram,{'alpha': 0.01},0.741633,0.716059,8522
afrisenti,yor,750,456,naive_bayes,char_3to5,{'alpha': 0.01},0.619533,0.601622,750
afrisenti,yor,750,123,naive_bayes,char_3to5,{'alpha': 0.01},0.634988,0.600286,750
afrisenti,yor,500,789,naive_bayes,word_bigram,{'alpha': 0.01},0.610262,0.582353,500
afrisenti,yor,750,1024,naive_bayes,char_3to5,{'alpha': 0.01},0.627523,0.609358,750
afrisenti,yor,500,1024,naive_bayes,char_3to5,{'alpha': 0.01},0.617073,0.594838,500
afrisenti,yor,750,42,naive_bayes,char_3to5,{'alpha': 0.01},0.630389,0.599075,750
afrisenti,yor,750,789,naive_bayes,char_3to5,{'alpha': 0.01},0.613953,0.591809,750
afrisenti,yor,500,456,naive_bayes,char_3to5,{'alpha': 0.01},0.612018,0.587888,500
afrisenti,yor,500,42,naive_bayes,char_3to5,{'alpha': 0.01},0.617426,0.580154,500
afrisenti,yor,250,1024,naive_bayes,char_3to5,{'alpha': 0.01},0.574733,0.529825,250
afrisenti,yor,500,123,naive_bayes,char_3to5,{'alpha': 0.01},0.60995,0.586936,500
afrisenti,yor,250,789,naive_bayes,char_3to5,{'alpha': 0.01},0.583644,0.566948,250
afrisenti,yor,250,456,naive_bayes,word_bigram,{'alpha': 0.01},0.575871,0.548284,250
afrisenti,yor,250,123,naive_bayes,char_3to5,{'alpha': 0.01},0.578104,0.539802,250
afrisenti,yor,250,42,naive_bayes,char_3to5,{'alpha': 0.01},0.583263,0.552634,250
afrisenti,yor,100,789,naive_bayes,char_3to5,{'alpha': 0.01},0.546718,0.525766,100
afrisenti,yor,100,1024,naive_bayes,char_3to5,{'alpha': 0.01},0.546289,0.514006,100
afrisenti,yor,100,123,naive_bayes,char_3to5,{'alpha': 0.01},0.553491,0.505915,100
afrisenti,yor,100,456,naive_bayes,char_3to5,{'alpha': 0.01},0.555406,0.515633,100
afrisenti,yor,100,42,naive_bayes,word_bigram,{'alpha': 0.01},0.539118,0.506059,100
afrisenti,yor,full,42,svm,char_3to5,{'C': 1.0},0.757432,0.732786,8522
afrisenti,yor,750,1024,svm,word_bigram,{'C': 10.0},0.641412,0.626601,750
afrisenti,yor,750,456,svm,char_3to5,{'C': 10.0},0.640927,0.623229,750
afrisenti,yor,750,789,svm,char_3to5,{'C': 100.0},0.633322,0.61493,750
afrisenti,yor,500,123,svm,char_3to5,{'C': 100.0},0.624592,0.597974,500
afrisenti,yor,500,456,svm,char_3to5,{'C': 100.0},0.619666,0.607905,500
afrisenti,yor,750,42,svm,char_3to5,{'C': 10.0},0.629668,0.613629,750
afrisenti,yor,500,1024,svm,char_3to5,{'C': 10.0},0.632006,0.620212,500
afrisenti,yor,750,123,svm,char_3to5,{'C': 100.0},0.631327,0.613736,750
afrisenti,yor,100,1024,svm,char_3to5,{'C': 100.0},0.546082,0.541418,100
afrisenti,yor,250,123,svm,char_3to5,{'C': 100.0},0.582062,0.554822,250
afrisenti,yor,500,789,svm,char_3to5,{'C': 10.0},0.619698,0.597084,500
afrisenti,yor,500,42,svm,char_3to5,{'C': 10.0},0.603145,0.592669,500
afrisenti,yor,250,456,svm,char_3to5,{'C': 10.0},0.590667,0.569309,250
afrisenti,yor,100,789,svm,word_unigram,{'C': 100.0},0.547549,0.513346,100
afrisenti,yor,250,1024,svm,word_bigram,{'C': 100.0},0.586129,0.554828,250
afrisenti,yor,250,789,svm,word_unigram,{'C': 1.0},0.589711,0.564375,250
afrisenti,yor,100,42,svm,word_bigram,{'C': 100.0},0.53889,0.497133,100
afrisenti,yor,250,42,svm,char_3to5,{'C': 100.0},0.586601,0.567822,250
afrisenti,yor,100,123,svm,char_3to5,{'C': 10.0},0.5635,0.509749,100
afrisenti,yor,100,456,svm,char_3to5,{'C': 10.0},0.545957,0.503298,100
afrisenti,yor,full,42,xgboost,char_3to5,{'n_estimators': 500},0.744089,0.703255,8522
afrisenti,yor,750,456,xgboost,char_3to5,{'n_estimators': 200},0.586148,0.579143,750
afrisenti,yor,750,789,xgboost,char_3to5,{'n_estimators': 200},0.594834,0.574877,750
afrisenti,yor,750,123,xgboost,char_3to5,{'n_estimators': 100},0.591135,0.568381,750
afrisenti,yor,750,42,xgboost,char_3to5,{'n_estimators': 100},0.591596,0.567708,750
afrisenti,yor,750,1024,xgboost,char_3to5,{'n_estimators': 100},0.586242,0.548804,750
afrisenti,yor,500,1024,xgboost,char_3to5,{'n_estimators': 300},0.582551,0.536791,500
afrisenti,yor,500,456,xgboost,char_3to5,{'n_estimators': 100},0.574854,0.538213,500
afrisenti,yor,500,123,xgboost,char_3to5,{'n_estimators': 200},0.576052,0.544465,500
afrisenti,yor,500,42,xgboost,char_3to5,{'n_estimators': 300},0.569772,0.545115,500
afrisenti,yor,500,789,xgboost,char_3to5,{'n_estimators': 500},0.578626,0.529636,500
afrisenti,yor,250,123,xgboost,char_3to5,{'n_estimators': 100},0.518585,0.478896,250
afrisenti,yor,250,789,xgboost,char_3to5,{'n_estimators': 500},0.52144,0.511606,250
afrisenti,yor,250,456,xgboost,char_3to5,{'n_estimators': 100},0.541065,0.532639,250
afrisenti,yor,250,1024,xgboost,char_3to5,{'n_estimators': 100},0.539345,0.492615,250
afrisenti,yor,250,42,xgboost,char_3to5,{'n_estimators': 100},0.524761,0.502088,250
afrisenti,yor,100,456,xgboost,word_bigram,{'n_estimators': 100},0.477424,0.404001,100
afrisenti,yor,100,789,xgboost,char_3to5,{'n_estimators': 100},0.461751,0.409723,100
afrisenti,yor,100,42,xgboost,char_3to5,{'n_estimators': 200},0.484908,0.46856,100
afrisenti,yor,100,123,xgboost,char_3to5,{'n_estimators': 200},0.461978,0.412698,100
afrisenti,yor,100,1024,xgboost,char_3to5,{'n_estimators': 100},0.491172,0.378076,100
